Strain,Stress
0.002153929,129.5548082
0.002247473,129.78856
0.002247473,130.2423854
0.002247473,130.4650732
0.002247473,130.8951026
0.002216292,131.1880066
0.00230983,131.539341
0.002341008,131.8443271
0.002247473,132.2196094
0.002341008,132.4767562
0.002341008,132.8946091
0.002341008,133.1916602
0.002341008,133.5079585
0.002341008,133.8821103
0.002341008,134.2051526
0.002341008,134.5248574
0.002341008,134.858591
0.002341008,135.2431526
0.002341008,135.5480543
0.002341008,135.9110636
0.002341008,136.2318176
0.002341008,136.5805357
0.002341008,136.8441727
0.002247473,137.2972563
0.002247473,137.5613392
0.002247473,137.9640584
0.002247473,138.2436629
0.002247473,138.6518382
0.002341008,138.8711365
0.002341008,139.3255432
0.002341008,139.611337
0.002341008,140.014523
0.002341008,140.2904845
0.002341008,140.6789249
0.002341008,140.9883255
0.002341008,141.3792974
0.002341008,141.6499219
0.002341008,142.0284395
0.00240336,142.3336835
0.002434534,142.7630937
0.002434534,143.076336
0.002434534,143.4653648
0.002434534,143.6902644
0.002434534,144.1494168
0.002434534,144.4298591
0.002434534,144.7600827
0.002434534,145.1285527
0.002434534,145.4898083
0.002434534,145.8760195
0.00240336,146.1700338
0.00249688,146.5372422
0.002528052,146.7827799
0.00249688,147.239109
0.002528052,147.4981244
0.002528052,147.936245
0.002621561,148.1800819
0.002621561,148.6446808
0.002621561,148.8899049
0.002621561,149.3550745
0.002621561,149.5952158
0.002621561,150.0270099
0.002715061,150.254701
0.002715061,150.6905606
0.002715061,150.9744086
0.002683895,151.3591855
0.002683895,151.6903796
0.002683895,152.0567759
0.002715061,152.4495765
0.002777389,152.7977441
0.002808552,153.1383471
0.002777389,153.4973168
0.002777389,153.8415338
0.002777389,154.1643513
0.002777389,154.5418252
0.002777389,154.9048784
0.002777389,155.2306554
0.002777389,155.6338924
0.002808552,155.9860673
0.002777389,156.2779119
0.002777389,156.7222515
0.002808552,156.9694109
0.002777389,157.4848053
0.002777389,157.7168313
0.002808552,158.144462
0.002870875,158.4575492
0.002870875,158.8448245
0.002870875,159.1201431
0.002870875,159.5069524
0.002870875,159.8221482
0.002902035,160.2203562
0.002870875,160.553033
0.002902035,160.8956768
0.002964352,161.2733239
0.002964352,161.6354905
0.002964352,162.0342975
0.002964352,162.4043915
0.00305782,162.7394222
0.003151279,163.0680956
0.003151279,163.4529869
0.003151279,163.7949071
0.00324473,164.1654974
0.00324473,164.4768841
0.00324473,164.9379817
0.00324473,165.1979813
0.00324473,165.6563359
0.003275878,165.9444169
0.00324473,166.3711909
0.00324473,166.4229859
0.00324473,167.1169858
0.00324473,167.3950273
0.00324473,167.8179063
0.00324473,168.1020467
0.00324473,168.4862119
0.003151279,168.8365119
0.003151279,169.2642755
0.00324473,169.6081912
0.00324473,169.9771045
0.00324473,170.3096107
0.00324473,170.7528812
0.003338172,171.1059716
0.003338172,171.3858116
0.003338172,171.8375807
0.003338172,172.1563448
0.003338172,172.5625088
0.003338172,172.8511084
0.003338172,173.3020315
0.003338172,173.5863988
0.003338172,174.0480394
0.003338172,174.3316887
0.003431605,174.7274705
0.003338172,175.0568499
0.003431605,175.512045
0.003431605,175.8210415
0.003431605,176.2469356
0.003431605,176.5802588
0.003431605,176.9521297
0.003431605,177.3638168
0.003431605,177.6827519
0.00352503,178.0896217
0.00352503,178.3918385
0.00352503,178.8462161
0.00352503,179.1297829
0.00352503,179.5979621
0.00352503,179.8950098
0.00352503,180.3490955
0.003618446,180.6009488
0.003618446,181.0310955
0.003618446,181.3440204
0.003618446,181.7584839
0.003618446,182.0585306
0.003711853,182.4444409
0.003742986,182.7497134
0.003711853,183.1742185
0.003711853,183.4914433
0.003711853,183.9057285
0.003742986,184.2653564
0.003742986,184.6743336
0.003805251,185.0314208
0.003836382,185.3721344
0.003836382,185.7805652
0.003805251,186.0878867
0.00389864,186.5569598
0.003929768,186.8630631
0.003929768,187.3213125
0.003929768,187.6243479
0.00389864,188.051353
0.003929768,188.3487956
0.004023146,188.735943
0.003992021,189.088569
0.003992021,189.4914029
0.004023146,189.8294184
0.004023146,190.2079027
0.004023146,190.5729461
0.004023146,190.9315775
0.004023146,191.4046334
0.004023146,191.6958793
0.004023146,192.1295017
0.004023146,192.430958
0.004116516,192.9050729
0.004085393,193.1746524
0.004116516,193.6318446
0.004116516,193.9196529
0.004116516,194.339629
0.004116516,194.6080273
0.004240994,195.0912886
0.004303228,195.4282372
0.004303228,195.7441963
0.004303228,196.1378013
0.004303228,196.5008655
0.004427683,196.8410859
0.004427683,197.2410705
0.004521015,197.5851253
0.004489905,198.0021176
0.004521015,198.3926373
0.004521015,198.6837225
0.004614338,199.129939
0.004614338,199.4463383
0.004614338,199.8576849
0.004583231,200.1443514
0.004707652,200.5523811
0.004707652,200.8216367
0.004707652,201.2706163
0.004707652,201.589478
0.004800957,202.0170427
0.004800957,202.3552571
0.004800957,202.7430372
0.004800957,203.0112541
0.004894254,203.4523958
0.004894254,203.7779442
0.004894254,204.1431286
0.004987542,204.5247448
0.005018636,204.8443122
0.005111912,205.2206876
0.005080821,205.5547244
0.005111912,205.9657783
0.005174091,206.1985452
0.00520518,206.6706372
0.005174091,206.9089867
0.005174091,207.3236348
0.005267353,207.5858191
0.005267353,208.0047581
0.005360606,208.3025291
0.005360606,208.6980566
0.005360606,208.9848736
0.005360606,209.395786
0.005391689,209.6884397
0.005360606,210.0577386
0.005391689,210.3079175
0.005360606,210.7262012
0.00548493,211.0102153
0.005453851,211.36093
0.00548493,211.7061884
0.005547086,212.0256263
0.005547086,212.4439573
0.005547086,212.7142891
0.005578163,213.0742494
0.005578163,213.2922175
0.005609239,213.5729307
0.005640313,213.9790926
0.005764603,214.3754425
0.005764603,214.6278841
0.005764603,215.024635
0.005857809,215.2286717
0.005857809,215.6568892
0.005857809,215.8887027
0.005951008,216.3062515
0.005951008,216.5345894
0.005951008,216.8503001
0.006044197,217.199019
0.006013135,217.4997662
0.006044197,217.7849744
0.006137378,218.0735625
0.006137378,218.4656404
0.00623055,218.7484246
0.00623055,219.1482622
0.00623055,219.3290327
0.006323713,219.7212811
0.006416868,219.877739
0.006416868,220.2026047
0.006416868,220.4884439
0.006510014,220.8123346
0.006510014,221.0870824
0.006478966,221.4127679
0.006572106,221.7035924
0.006603151,221.9885832
0.00669628,222.404591
0.0067894,222.5103926
0.0067894,222.9181342
0.0067894,223.0954579
0.006913546,223.4514838
0.006882511,223.7024761
0.006975614,224.0754298
0.007068708,224.2417972
0.007068708,224.5768243
0.007161793,224.8349663
0.007161793,225.2037662
0.007161793,225.4362708
0.00725487,225.7297697
0.00725487,225.9887818
0.007347938,226.2681198
0.007347938,226.59189
0.007472015,226.7724326
0.007440997,227.1521345
0.007534048,227.33012
0.00762709,227.6507868
0.00762709,227.8384511
0.007720123,228.2299493
0.007751132,228.3920104
0.007813148,228.7488754
0.007937167,228.9065844
0.007999171,229.3061862
0.008030172,229.4862554
0.008123168,229.8080866
0.00809217,230.111579
0.00818516,230.3643428
0.00818516,230.6701637
0.00818516,230.8919548
0.00818516,231.2468321
0.008278141,231.3753269
0.008278141,231.8104353
0.008371114,231.9374647
0.008371114,232.3240084
0.008371114,232.4843984
0.008495065,232.7613235
0.008557034,233.0096448
0.008557034,233.3336015
0.008680961,233.5710388
0.008680961,233.8494332
0.008773897,234.1378401
0.008835849,234.4153951
0.008866823,234.6701537
0.008959741,234.8674343
0.009052651,235.2278952
0.009052651,235.4051215
0.009145552,235.7311908
0.009238444,235.9502713
0.009207481,236.2759476
0.009238444,236.4814658
0.009238444,236.8129739
0.009331327,236.9894834
0.009300367,237.3229097
0.009393245,237.4918862
0.009486114,237.7823242
0.009486114,238.0040274
0.009609926,238.3285335
0.009702775,238.5820729
0.009671827,238.8780184
0.009795616,239.122514
0.009888448,239.307966
0.009981271,239.6396731
0.010074086,239.8360448
0.010166892,240.1913562
0.010166892,240.3331423
0.010259689,240.6627743
0.010352478,240.8313619
0.010445258,241.179221
0.010445258,241.3734285
0.010445258,241.662779
0.010538029,241.9246694
0.010538029,242.152919
0.010630792,242.4482467
0.010723547,242.6388781
0.010723547,242.997496
0.010816292,243.1475033
0.010816292,243.4723276
0.010816292,243.5990128
0.01090903,243.9276971
0.01090903,244.1107368
0.011001758,244.426349
0.011001758,244.6356637
0.011094478,244.9185944
0.011187189,245.1044526
0.011187189,245.4239428
0.011279892,245.6186044
0.011279892,245.8802355
0.011372586,246.1223291
0.011403482,246.3365306
0.011465272,246.6174182
0.011588839,246.848225
0.011681505,247.1008214
0.011743277,247.3187366
0.011774162,247.6722378
0.011835928,247.8546132
0.01195945,248.0632583
0.012052081,248.2718503
0.012052081,248.6264914
0.012144704,248.7621478
0.012299056,249.0148172
0.012206447,249.3164843
0.012329923,249.5117391
0.012329923,249.8145246
0.01242252,250.0092646
0.01242252,250.3669427
0.012515108,250.4601051
0.012515108,250.7924508
0.012607688,250.8936377
0.012607688,251.2517399
0.012700259,251.3761432
0.012700259,251.6796176
0.012669403,251.8912609
0.012700259,252.1690117
0.012792822,252.4554901
0.012885376,252.6452779
0.012885376,252.910127
0.012947074,253.1127009
0.013101302,253.3843328
0.013070458,253.551844
0.013162987,253.8023704
0.013255506,254.0495632
0.013286344,254.3558494
0.013378853,254.4431709
0.013378853,254.7547936
0.013471352,254.9151948
0.013563844,255.215064
0.013656326,255.4396416
0.013687152,255.593329
0.013748801,255.9324743
0.013841266,256.0877046
0.013841266,256.4070862
0.013933723,256.528416
0.014026172,256.847557
0.014056986,257.0029112
0.014118612,257.3063333
0.014211043,257.43689
0.014241852,257.7363681
0.014303466,257.8669793
0.014303466,258.0840837
0.01439588,258.3658063
0.014519086,258.5296305
0.014488286,258.8935614
0.014611481,259.0111448
0.014611481,259.3276716
0.014703866,259.4574468
0.014673072,259.8018891
0.014796244,259.9072661
0.014888612,260.2161626
0.014888612,260.3457904
0.014980973,260.6717572
0.015073324,260.8141052
0.015165668,261.0325495
0.015258002,261.3030952
0.015350329,261.474049
0.015381102,261.738138
0.015442646,261.8517519
0.015534955,262.1837652
0.015627256,262.3182074
0.01575031,262.5934253
0.01575031,262.7311112
0.015842591,263.0244431
0.015934863,263.1637371
0.015996373,263.4159369
0.016027127,263.6365405
0.016119382,263.8358701
0.016211629,264.0611113
0.016211629,264.2405767
0.016303867,264.5134459
0.016396096,264.615478
0.016488318,264.9142402
0.016488318,265.0728575
0.016611266,265.3912306
0.016611266,265.4435447
0.016703467,265.8032859
0.016703467,265.9518354
0.01679566,266.1162531
0.016887844,266.3798108
0.016887844,266.5202335
0.01698002,266.8257328
0.017010743,266.9138567
0.017072187,267.2783794
0.017164346,267.3913515
0.017256496,267.64217
0.017256496,267.7147371
0.017348638,268.0210395
0.017440772,268.1694598
0.017532897,268.3861198
0.017625013,268.5387424
0.017717121,268.7731046
0.01780922,269.0620917
0.01780922,269.2050296
0.017932006,269.4412601
0.017932006,269.5616714
0.018024086,269.8443514
0.018116157,270.0029699
0.018116157,270.2420446
0.018177533,270.3419573
0.01826959,270.5949548
0.01839232,270.7181933
0.01839232,270.9989151
0.018484357,271.1957673
0.018576386,271.4293019
0.018668406,271.6139339
0.018668406,271.8296152
0.018760418,272.0390887
0.018852421,272.117895
0.018913752,272.412761
0.018944416,272.4370245
0.019036402,272.7257352
0.019036402,272.8593787
0.01912838,273.1125477
0.01922035,273.2203434
0.019312311,273.5580101
0.019312311,273.7811622
0.019404264,273.9019341
0.019434913,274.1131056
0.019496208,274.2162311
0.019588144,274.4940721
0.019680071,274.6235211
0.019802627,274.8837565
0.0198639,274.9150561
0.019955802,275.251278
0.020078325,275.3660747
0.020170207,275.604433
0.020262081,275.770736
0.020353946,275.9134427
0.020353946,276.1535765
0.020445803,276.2545942
0.020537651,276.5534777
0.020629491,276.6098252
0.020598879,276.6850182
0.020721323,276.9904475
0.020813146,277.2053492
0.020904961,277.3408857
0.020904961,277.5593325
0.020996767,277.6558221
0.021088565,277.9080219
0.021088565,278.0910377
0.021180354,278.2820496
0.021363908,278.5662109
0.021455672,278.6036182
0.021547428,278.8942061
0.021578011,279.0179678
0.021639175,279.2130937
0.021730914,279.3759959
0.021822645,279.5907004
0.021914367,279.7529696
0.02203665,279.9219873
0.022128352,280.0925782
0.022189482,280.2322435
0.022281171,280.4581417
0.022372851,280.5240667
0.022495078,280.7508137
0.022586738,280.8114582
0.02267839,281.0616853
0.02267839,281.2175057
0.022770034,281.5063842
0.022861669,281.6466789
0.022953296,281.6583936
0.022953296,281.956345
0.023044914,282.086883
0.023136524,282.3418048
0.023105989,282.4319795
0.023228126,282.6447184
0.023319719,282.7506162
0.023411304,282.9884238
0.023502881,283.1201648
0.023533404,283.3271886
0.023594449,283.5133727
0.023808075,283.600425
0.023899615,283.8281633
0.023991147,283.9497774
0.024052164,284.1877903
0.024143681,284.2102077
0.024265692,284.4453194
0.024326692,284.5240135
0.024418185,284.8466039
0.024509669,284.9201038
0.024631635,285.0910593
0.024692613,285.3107445
0.0247231,285.386991
0.024906004,285.6415589
0.024997444,285.7013482
0.024997444,285.9352078
0.025088876,286.0396418
0.025180299,286.2348008
0.025271713,286.304872
0.025271713,286.5342283
0.025363119,286.6843368
0.025454517,286.7809077
0.025545907,287.0255805
0.025637288,287.1143273
0.025728661,287.3799559
0.025759117,287.4014574
0.025820026,287.671091
0.025911382,287.7744167
0.02600273,287.9782274
0.026094069,288.069177
0.026154957,288.2790811
0.026276723,288.4186398
0.026368038,288.4808712
0.026459344,288.7260232
0.026550641,288.8205562
0.026550641,289.0198
0.026641931,289.0699888
0.026733212,289.3107516
0.026824485,289.3359468
0.026946169,289.5785203
0.027037422,289.6635963
0.027037422,289.8760416
0.027098253,290.026715
0.027219904,290.1712947
0.027311132,290.3551112
0.027402353,290.4659417
0.027493564,290.658046
0.027584768,290.7441316
0.027645565,290.937431
0.02776715,290.972483
0.027858328,291.1599645
0.027949498,291.2765067
0.028010274,291.518807
0.028131814,291.6174301
0.028222959,291.7957436
0.028314096,291.9722254
0.028405225,292.0414754
0.028496345,292.250174
0.028587457,292.2762355
0.028678561,292.4724479
0.028769656,292.5009817
0.028860743,292.7467013
0.028951822,292.8349847
0.02898218,293.0737546
0.029042892,293.173834
0.029164307,293.2666903
0.029225009,293.5162162
0.029346401,293.5077241
0.029437436,293.7486656
0.029528462,293.7803815
0.02961948,293.9954032
0.02971049,294.0325826
0.029801491,294.236948
0.029892484,294.2840982
0.029983469,294.4606526
0.030074446,294.6778988
0.030165414,294.7093649
0.030165414,294.9596949
0.030256374,294.967903
0.030347326,295.2028365
0.03043827,295.2556897
0.030559515,295.5043966
0.030559515,295.5231796
0.030620132,295.7487505
0.030711051,295.9005322
0.030832263,296.0075063
0.030923162,296.1233741
0.030983757,296.1946851
0.031074643,296.3574479
0.031195811,296.3813872
0.03125639,296.6153366
0.031377536,296.6385928
0.03140782,296.7874276
0.031559227,296.9011553
0.031650061,297.0941341
0.031771159,297.2399107
0.031740886,297.3641314
0.031831703,297.5337162
0.031922511,297.6008541
0.032043577,297.7817531
0.032134366,297.8134379
0.032194888,298.0678113
0.032285663,298.1024223
0.032406685,298.2595583
0.03246719,298.3916736
0.03246719,298.4736414
0.032557941,298.7125045
0.03267893,298.6807381
0.032769661,298.8561345
0.032830145,298.8413698
0.0329511,299.0710891
0.033041807,299.1232203
0.033132506,299.309991
0.033223197,299.415434
0.033283652,299.5184615
0.033404553,299.7883671
0.033525439,299.7461247
0.033585877,299.9384053
0.033706741,299.9390185
0.03379738,300.1487211
0.03388801,300.1796863
0.034069246,300.3433935
0.034159852,300.4771321
0.034250449,300.6089733
0.034341038,300.7599628
0.034431619,300.868633
0.034522192,300.9759775
0.034612757,301.0152078
0.034733497,301.1789
0.034793862,301.1928063
0.03491458,301.4286773
0.035005109,301.419108
0.03509563,301.626953
0.035186143,301.758176
0.035276647,301.9156483
0.035367144,302.0203191
0.035457632,302.0414268
0.035548112,302.2288245
0.035668739,302.2981929
0.035729047,302.4499382
0.035819503,302.5623725
0.035940097,302.7157551
0.036000389,302.8196488
0.03609082,302.8874935
0.036211382,303.0588887
0.036271657,303.0619289
0.036392197,303.2294727
0.036482593,303.1520306
0.03657298,303.3483526
0.036663359,303.4257088
0.03675373,303.5771415
0.036844093,303.7324939
0.036934448,303.7434329
0.037024794,303.9941377
0.037145244,303.9838486
0.037205463,304.1938088
0.03732589,304.2401815
0.037386099,304.3536932
0.037476404,304.4277928
0.037566702,304.5826891
0.037656991,304.6401629
0.037777364,304.7681743
0.037867635,304.9063602
0.03792781,304.9446727
0.038048151,305.1277564
0.038138397,305.068762
0.038228635,305.3007096
0.038318864,305.3497402
0.038409086,305.4921429
0.038499299,305.5934872
0.038589504,305.5909876
0.038679701,305.7051168
0.03876989,305.7657476
0.038860071,305.9890198
0.038950244,305.9848953
0.039040408,306.1879998
0.039160615,306.1871632
0.039250761,306.4091238
0.039310853,306.5136063
0.039431028,306.6050227
0.039521149,306.7611774
0.039611262,306.7910351
0.039701367,306.9609829
0.039761432,306.9060849
0.039881552,307.1122537
0.039971633,307.0867663
0.040061706,307.218308
0.040121749,307.2936908
0.040241826,307.3719821
0.040421914,307.5641768
0.040511946,307.5785449
0.04060197,307.7090445
0.040691986,307.6563408
0.040781994,307.8875067
0.040871993,307.8059438
0.041081961,307.8611924
0.041171933,307.9497157
0.041261898,308.0770667
0.041291884,308.3142498
0.041441802,308.402712
0.041531743,308.6086611
0.041621675,308.5762239
0.041711599,308.8043614
0.041801515,308.7639215
0.041891422,308.9225516
0.041981322,309.0312867
0.042071214,309.0557996
0.042191057,309.2118924
0.04228093,309.2031219
0.04234084,309.4163061
0.0424307,309.3504924
0.042520551,309.4971407
0.04264034,309.4843658
0.042819997,309.6662097
0.042909814,309.7227091
0.042999622,309.8076281
0.043089422,309.9277261
0.043149284,309.9636844
0.043268998,310.1017133
0.043358774,310.0884143
0.043448542,310.2431378
0.043538302,310.2636964
0.043508383,310.3447682
0.043717798,310.4701252
0.043837443,310.4911448
0.043927168,310.6627058
0.043986981,310.6659037
0.044076692,310.8361703
0.044166396,310.710536
0.044256091,310.6365059
0.044375673,310.6236229
